domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display display display,imag display,1,0.0,2014.0,,c7e7885a-0dff-4e8b-b4d3-0522df234032
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,system project process,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,imag project,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,method enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,imag system,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,enhanc imag,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,imag set,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),enhanc imag system,method enhanc,1,0.0,2017.0,,1757c85e-3797-4a98-9aa9-c2f9e6bc7f2a
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag imag display,display system way,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag imag display,imag display system,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag imag display,display system,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag imag display,imag display,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system way,imag imag display,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system way,imag display system,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system way,display system,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system way,imag display,1,0.0,2019.0,,bb76fda7-e543-4309-92c0-5d1ec2060c79
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system assist,system comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system assist,system comput,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system assist,comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system assist,time imag system,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display system assist,comput imag gener,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag,system comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag,system comput,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag,time imag system,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag,display system assist,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag,comput imag gener,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag gener,system comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag gener,system comput,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag gener,comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag gener,time imag system,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),comput imag gener,display system assist,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput,system comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput,comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput,time imag system,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput,display system assist,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput,comput imag gener,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),time imag system,system comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),time imag system,system comput,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),time imag system,comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),time imag system,display system assist,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),time imag system,comput imag gener,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput imag,system comput,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput imag,comput imag,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput imag,time imag system,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput imag,display system assist,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system comput imag,comput imag gener,1,0.0,2019.0,,f2052e16-d148-4c1e-a6f9-a41d9b0f18aa
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system,system visual microscop,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system,imag microscopi,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system,imag microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system,system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system,microscopi system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi,system visual microscop,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi,imag microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi,system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi,microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi,microscopi system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual,system visual microscop,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual,imag microscopi,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual,imag microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual,microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual,microscopi system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual microscop,imag microscopi,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual microscop,imag microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual microscop,system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual microscop,microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system visual microscop,microscopi system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi system,system visual microscop,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi system,imag microscopi,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi system,system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi system,microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag microscopi system,microscopi system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system visual,system visual microscop,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system visual,imag microscopi,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system visual,imag microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system visual,system visual,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),microscopi system visual,microscopi system,1,0.0,2021.0,,a6411d14-9926-406e-aa46-3b03339271c1
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag array,display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag array,set imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag array,integralimag display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag array,integralimag display,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display imag,set imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display imag,integralimag display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display imag,imag array,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),display imag,integralimag display,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display,display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display,set imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display,integralimag display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display,imag array,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display imag,display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display imag,set imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display imag,imag array,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),integralimag display imag,integralimag display,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),set imag,display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),set imag,integralimag display imag,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),set imag,imag array,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),set imag,integralimag display,1,0.0,2012.0,,e815c9fd-15a6-4918-99e3-096ead024622
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth grid,system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth grid,multiplecamera system,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth grid,multiplecamera system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system,system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system,system depth grid,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system,multiplecamera system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system depth,system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system depth,multiplecamera system,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),multiplecamera system depth,system depth grid,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth,multiplecamera system,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth,system depth grid,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system depth,multiplecamera system depth,1,0.0,2019.0,,585847eb-0a19-4eff-bcc8-b004acf26fa6
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag time,techniqu imag,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag time,system imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),imag time,system imag,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag time,techniqu imag,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag time,imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag time,system imag,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag,techniqu imag,1,0.0,2019.0,,95ad4e08-2714-4e6b-bada-13f145054a40
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag,imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),system imag,system imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),techniqu imag,system imag,1,0.0,2019.0,,95ad4e08-2714-4e6b-bada-13f145054a40
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),techniqu imag,imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Multimedia(79.15%) | Neural and Evolutionary Computing(53.52%) | Symbolic Computation(52.2%),techniqu imag,system imag time,1,0.0,2020.0,,22809f8d-fda5-4987-8329-4a0c22b95714
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),breast cancer,cancer cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),breast cancer,breast cancer cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),breast cancer cancer,cancer cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),breast cancer cancer,breast cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),cancer cancer,breast cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
Cryptography and Security(72.8%) | Emerging Technologies(38.95%) | Hardware Architecture(38.06%),cancer cancer,breast cancer cancer,1,0.0,2018.0,,7dc962cf-f89d-4668-b400-f8d7ca1b1cb3
