domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network play,rout protocol,1,0.0,2015.0,,5da9aeeb-f393-4aa3-bb84-7847f828eb06
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),hgso algorithm,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,paper variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,algorithm hgso hhgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,optim hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,hgso algorithm hgso,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,henri ga,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,paper variant,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,variant henri,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,ga solubl,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Systems and Control(93.83%) | Logic in Computer Science(86.11%) | Cryptography and Security(85.96%),algorithm hgso,hgso algorithm,1,0.0,2021.0,,a07d3fc3-b002-4a5d-9bef-3271abd2e559
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack,devic attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack,attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack,purchas rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack,purchas rate,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack,rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),attack devic,devic attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),attack devic,purchas rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),attack devic,purchas rate,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),attack devic,devic attack,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),attack devic,rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack devic,attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack devic,purchas rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack devic,purchas rate,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack devic,devic attack,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic attack devic,rate devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,devic rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,purchas rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,devic attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate devic,devic attack,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,devic rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,purchas rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,purchas rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,devic attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),rate devic,devic attack,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic rate,rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic rate,purchas rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),devic rate,purchas rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,devic rate,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,purchas rate devic,1,0.0,2017.0,,948710b1-6e0f-4fc5-b42b-49651ac10d7f
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,devic attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,attack devic,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),purchas rate,devic attack,1,0.0,2017.0,,d498cdac-9aad-470c-afed-dddb8256bbab
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health issu,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),outbreak coronaviru,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise health,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),health issu,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),rise health,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,covid rise,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),diseas covid,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,covid rise health,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,diseas covid,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,outbreak coronaviru,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
General Literature(40.2%) | Systems and Control(37.9%) | Computation and Language(36.64%),covid rise,rise health issu,1,0.0,2021.0,,843a3e0e-f33c-4e14-866a-b9c0851e2cb4
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network intrud,multipath techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network intrud,network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network intrud,multipath techniqu,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network intrud,techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network intrud,paper perform,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu network,network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu network,multipath techniqu,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu network,techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu network,paper perform,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu network,techniqu network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu,multipath techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu,network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu,techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu,paper perform,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),multipath techniqu,techniqu network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper perform,multipath techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper perform,network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper perform,multipath techniqu,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper perform,techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),paper perform,techniqu network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network,multipath techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network,network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network,multipath techniqu,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network,paper perform,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),techniqu network,techniqu network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network intrud,multipath techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network intrud,multipath techniqu,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network intrud,techniqu network,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network intrud,paper perform,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network intrud,techniqu network intrud,1,0.0,2011.0,,28f76295-e200-463b-b638-ad14daf7b757
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network energi,highway system,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network energi,network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network energi,network energi highway,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network energi,relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),relay network energi,iot relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi highway,highway system,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi highway,network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi highway,relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi highway,relay network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi highway,iot relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),iot relay network,highway system,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),iot relay network,network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),iot relay network,network energi highway,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),iot relay network,relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),iot relay network,relay network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi,highway system,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi,network energi highway,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi,relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi,relay network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),network energi,iot relay network,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
Neural and Evolutionary Computing(80.34%) | Networking and Internet Architecture(78.77%) | Social and Information Networks(63.6%),highway system,network energi,1,0.0,2016.0,,5f7ccbf1-55ff-4702-aefe-194a98b7deef
