domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),forc microscop,tube scanner pt,1,0.0,2012.0,,2305934a-a2f7-4e0f-aa81-9af9b569fc27
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper design model,model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,model control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,design model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,paper design model,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,perform microgrid,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,system condit,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,paper control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,paper ilqg control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,control perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,voltag control microgrid,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,control voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,voltag control,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag,state control voltag,1,0.0,2019.0,,c94e7111-851a-47e4-aebb-77e4b5137075
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,model control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,design model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,paper design model,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform microgrid,model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,design model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,paper design model,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,perform microgrid,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control voltag,model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,model control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,paper design model,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,perform microgrid,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),design model control,model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,model control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,design model control,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,control voltag,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,paper design,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,paper design model,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),model control,perform microgrid,1,0.0,2017.0,,53f8e173-a694-4fe6-8a75-50cb442b00ba
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pid control,load dynam,1,0.0,2017.0,,6cf002b6-5e6d-4beb-9f6e-a0c32267a15b
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),pid control,paper design,1,0.0,2017.0,,6cf002b6-5e6d-4beb-9f6e-a0c32267a15b
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,pid control,1,0.0,2017.0,,6cf002b6-5e6d-4beb-9f6e-a0c32267a15b
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,paper design,1,0.0,2017.0,,6cf002b6-5e6d-4beb-9f6e-a0c32267a15b
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,system condit,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,refer control paper,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,control paper,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,paper voltag,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,control paper voltag,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),load dynam,energi sourc,1,0.0,2021.0,,bb5b16cb-6276-408b-9477-cd05b0fa8e05
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,voltag control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag control,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,voltag control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,system condit,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,load dynam,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,ilqg control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,voltag microgrid,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper,ilqg control,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,voltag control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,system condit,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,load dynam,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,ilqg control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,voltag microgrid,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper voltag,ilqg control,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,voltag control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,refer control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,system condit,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,load dynam,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,ilqg control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,voltag microgrid,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control paper voltag,ilqg control,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,voltag control microgrid,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,paper voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,control paper,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,voltag control,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,control paper voltag,1,0.0,2018.0,,34a2585a-4e04-4ba9-a734-821d4e914d9d
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,system condit,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),refer control paper,load dynam,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,refer control paper,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,control paper,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,paper voltag,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,load dynam,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,control paper voltag,1,0.0,2018.0,,ff3e3d65-2e68-4f7c-9fb5-94568d17eac0
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,paper control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,control voltag,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,paper ilqg control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),system condit,control perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform system,system condit,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform system,paper control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform system,control voltag,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform system,paper ilqg control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),perform system,control perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,system condit,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,paper control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,control voltag,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,control perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,control approach,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,paper ilqg,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,ilqg control design,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg control,control design frequenc,1,0.0,2019.0,,3db65514-76aa-4439-9922-2f82a84bc150
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control perform system,system condit,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control perform system,paper control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control perform system,control voltag,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control perform system,perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control perform system,paper ilqg control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper control,system condit,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper control,control voltag,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper control,perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper control,paper ilqg control,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper control,control perform system,1,0.0,2018.0,,416bc503-cb0c-4376-af21-cc463078c6e8
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,control voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,load load load,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,load load,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,ilqg control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,control paper,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,control paper voltag,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),voltag microgrid,ilqg control,1,0.0,2019.0,,0f3948aa-8692-4ef0-8f43-d4a8ca7fcb11
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag microgrid,load load load,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag microgrid,load load,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),control voltag microgrid,voltag microgrid,1,0.0,2018.0,,f6ff2008-2925-4385-b7b3-7583d9585106
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,control approach,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
Systems and Control(97.21%) | Cryptography and Security(54.4%) | Other Computer Science(54.36%),paper ilqg,ilqg control,1,0.0,2018.0,,d9acd504-9ba7-4ccc-9264-3af9ccb658dc
