domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",servic research,research problem,1,0.0,2021.0,,078d1a49-9a4b-42f1-a68d-ebb38076bc09
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem set,wireless sensor network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem set,problem wireless sensor,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",problem set,sensor network,1,0.0,2016.0,,1b3e58b4-1982-4ca8-bdc7-0847295cf701
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,problem wireless,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,sensor network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,wireless sensor,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,automaton algorithm optim,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,optim problem wireless,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,wireless sensor network,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,problem wireless sensor,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network automata,sensor network,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,problem wireless,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,network automata,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,wireless sensor,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,automaton algorithm optim,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,optim problem wireless,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,wireless sensor network,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,problem wireless sensor,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",sensor network automata,sensor network,1,0.0,2017.0,,d57893ca-012b-4f09-88d0-c82c39e4c98f
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",energi sensor,wireless sensor,1,0.0,2018.0,,9706a77d-4160-473e-a03e-70f0e7135129
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",energi sensor,wireless sensor network,1,0.0,2018.0,,9706a77d-4160-473e-a03e-70f0e7135129
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",energi sensor,sensor network,1,0.0,2018.0,,9706a77d-4160-473e-a03e-70f0e7135129
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network network,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,prospect commun network,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,commun network,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,commun network user,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc manag,network user,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",framework network resourc,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,devic network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,thing devic network,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network function virtual,internet thing,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,role wireless network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,network term,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,wireless sensor,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,wireless sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",wireless network,sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,network network function,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,devic network function,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,thing devic network,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",function virtual,internet thing,1,0.0,2021.0,,f9abe6db-7f41-4f90-bb1b-71c0ad2f6f4e
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,framework network resourc,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,resourc manag,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,network function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,function virtual,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,wireless network network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network network function,wireless network,1,0.0,2019.0,,15bfa838-4e25-475c-96ff-410637fc32b0
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",role wireless network,network term,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",role wireless network,wireless sensor,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",role wireless network,wireless network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",role wireless network,wireless sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",role wireless network,sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network term,role wireless network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network term,wireless sensor,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network term,wireless network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network term,wireless sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network term,sensor network,1,0.0,2019.0,,cb894d48-62d8-4325-b5ec-4e9d4879652b
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devicetodevic dd commun,commun network,1,0.0,2019.0,,679ae90d-d887-47ee-91a0-a68615e9cf14
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",devicetodevic dd commun,network telecommun,1,0.0,2019.0,,679ae90d-d887-47ee-91a0-a68615e9cf14
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc block,user equip,1,0.0,2018.0,,1ad624f3-9c34-43ff-8102-b7f00ee8c4f9
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",resourc block,question commun network,1,0.0,2018.0,,1ad624f3-9c34-43ff-8102-b7f00ee8c4f9
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",alloc devicetodevic,system rate,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",alloc devicetodevic,network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",alloc devicetodevic,commun network,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",alloc devicetodevic,commun network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",alloc devicetodevic,resourc alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network challeng,system rate,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network challeng,commun network,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network challeng,commun network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network challeng,resourc alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",network challeng,alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network challeng,system rate,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network challeng,network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network challeng,commun network,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network challeng,resourc alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network challeng,alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,system rate,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,commun network challeng,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,resourc alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,alloc devicetodevic,1,0.0,2015.0,,32697bc9-f8c2-4441-943b-0cd706569631
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,equip ue,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,user equip,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,devic commun network,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,network system rate,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,devic commun,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,network system,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,commun network system,1,0.0,2017.0,,4f440808-9e54-4585-a321-b6903dc69ef5
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,network telecommun,1,0.0,2019.0,,679ae90d-d887-47ee-91a0-a68615e9cf14
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,devicetodevic dd commun,1,0.0,2019.0,,679ae90d-d887-47ee-91a0-a68615e9cf14
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,resourc manag,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,prospect commun network,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
"Networking and Internet Architecture(84.86%) | Social and Information Networks(63.0%) | Distributed, Parallel, and Cluster Computing(61.52%)",commun network,commun network user,1,0.0,2020.0,,1447ebaa-83e9-4bd1-b2b1-fafda20232c1
