domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper machin,commun wireless,1,0.0,2021.0,,ab242119-8a3e-4833-8f30-58faeb9e7c02
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,wireless servic environ,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,datar wireless,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,servic environ,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,datar wireless servic,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,wireless servic,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,network solut,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),benefit coverag,environ benefit,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,environ benefit coverag,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,wireless servic environ,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,datar wireless,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,servic environ,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,datar wireless servic,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,wireless servic,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,benefit coverag,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),network solut,environ benefit,1,0.0,2017.0,,812925b5-8691-4838-9421-3a2d24d82ec9
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc problem,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),method power alloc,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system throughput,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),paper transmit,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),transmit power,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),alloc system,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,commun system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power alloc system,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,paper transmit,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,transmit power,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,power alloc system,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,system throughput,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,method power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,power alloc problem,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system,power alloc,1,0.0,2019.0,,63459094-f990-4a8d-bf31-33e45a043dfd
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ macrocel coverag,femtocel access,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ macrocel coverag,femtocel access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),environ macrocel coverag,access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,base station,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,home base,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,coverag increas,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,plug home,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,environ macrocel coverag,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,femtocel access,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),access point,femtocel access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag increas,base station,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag increas,access point,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag increas,home base,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),coverag increas,plug home,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),home base,base station,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),home base,access point,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),home base,coverag increas,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),home base,plug home,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),base station,access point,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),base station,home base,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),base station,coverag increas,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),base station,plug home,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),plug home,base station,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),plug home,access point,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),plug home,home base,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),plug home,coverag increas,1,0.0,2011.0,,49c60171-04cf-4a9d-a9f5-ef0c2636844d
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access point,environ macrocel coverag,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access point,femtocel access,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access point,access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access,environ macrocel coverag,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access,femtocel access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),femtocel access,access point,1,0.0,2012.0,,230612e7-6ad3-4635-833c-b2bb577bf39e
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),rate commun,system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),rate commun,commun system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),rate commun,channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),rate commun,system channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),rate commun,approach channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system channel,rate commun,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system channel,system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system channel,channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system channel,system channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),commun system channel,approach channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),approach channel,rate commun,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),approach channel,system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),approach channel,commun system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),approach channel,channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),approach channel,system channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel,rate commun,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel,commun system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel,channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel,system channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel,approach channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel estim,rate commun,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel estim,system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel estim,commun system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel estim,channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),system channel estim,approach channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel estim,rate commun,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel estim,system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel estim,commun system channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel estim,system channel estim,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),channel estim,approach channel,1,0.0,2019.0,,9fdc4f18-d953-4628-9794-d77d0710b572
Cryptography and Security(76.35%) | Networking and Internet Architecture(73.37%) | Information Theory(72.27%),power gener system,system schedul power,1,0.0,2020.0,,a1197f83-9c19-4c94-89ec-b23ca5152c6d
