domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),challeng minor,distribut data sampl,1,0.0,2011.0,,a7f41ff9-63f8-4a06-b715-39735006bc99
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi technolog,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),area topographi,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),decad revolut,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),topographi technolog,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),technolog radar,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),radar detect,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),detect rang,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil area,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),abil area topographi,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,topographi technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,abil area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,decad revolut abil,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,area topographi technolog,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,technolog radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,technolog radar,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,radar detect,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,decad revolut,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,radar detect rang,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,revolut abil area,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(58.05%) | Information Theory(54.53%) | Cryptography and Security(51.97%),revolut abil,area topographi,1,0.0,2016.0,,1d08e5b4-d6f1-44e7-9354-7159a34a59d0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),scienc engin,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),engin financ,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,area scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,applic area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,area scienc,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,time seri inform,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,forecast valu seri,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),time seri,time seri tsf,1,0.0,2015.0,,2175dc68-c189-424f-95ef-054f52826979
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,seri tsf applic,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,time seri,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,engin financ,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
General Literature(86.2%) | Cryptography and Security(77.68%) | Computation and Language(66.06%),area scienc engin,scienc engin,1,0.0,2014.0,,fde0b31e-a40a-406b-8667-888e0bd951a0
