domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",paper spectrum,network signaltonois,1,0.0,2018.0,,d36dbd1d-ee95-40cd-8cf3-8efced92516a
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,thing iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",internet thing,iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,radio spectrum user,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet,share radio spectrum,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,radio spectrum user,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,share radio spectrum,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,network object,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,thing iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio internet thing,iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",util spectrum,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network util,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",role radio internet,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,spectrum role,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role radio,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,radio internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,network util,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,spectrum role radio,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,internet thing,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,role radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,internet thing network,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,network util spectrum,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",spectrum role,radio internet,1,0.0,2021.0,,3b68509b-3dff-4e2f-86d0-c041a2cf7170
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio spectrum user,radio internet thing,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio spectrum user,radio internet,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio spectrum user,share radio spectrum,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",radio spectrum user,internet thing,1,0.0,2021.0,,09c9f77a-66d8-4a0b-8689-b57bb1dd8125
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",iot network,radio internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",iot network,network object,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",iot network,thing iot network,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",iot network,internet thing,1,0.0,2021.0,,8a9275d7-2534-4caa-b4a4-3c6c27fa27a2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network servic,wireless network,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network servic,network servic,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,wireless network servic,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,network servic,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",wireless network,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network servic,wireless network servic,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network servic,wireless network,1,0.0,2011.0,,2e43218f-37ee-4125-afeb-6d5b99444819
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",network infrastructur,infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,hoc network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,wireless network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,wireless network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,network infrastructur network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",infrastructur network,network network,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",perform udp,hoc network,1,0.0,2011.0,,490a84d5-d162-414c-a90c-fff9fe1fbf26
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,perform udp,1,0.0,2011.0,,490a84d5-d162-414c-a90c-fff9fe1fbf26
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
"Networking and Internet Architecture(81.76%) | Social and Information Networks(71.59%) | Distributed, Parallel, and Cluster Computing(69.42%)",hoc network,network network infrastructur,1,0.0,2011.0,,ac3d03f2-9b58-413f-9e93-795410a978d2
