domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",algorithm sensor network,sensor network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network control radio,hoc network,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network control radio,network control,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network control,control radio,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network control,network control radio,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network control,hoc network,1,0.0,2015.0,,b970aecd-3a69-4ecf-90a4-9552174a1360
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,coverag perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network provid network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,sensor network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network sink network,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,data deliveri,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network sink,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network lifetim data,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,wireless sensor,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,sensor network sink,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,wireless sensor network,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,lifetim data,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,lifetim data deliveri,1,0.0,2016.0,,9f2b8123-a083-448d-94da-99952c273508
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network sensor node,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,algorithm sensor network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,sensor network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network network,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim,network network lifetim,1,0.0,2017.0,,79a9916a-b993-4143-ad37-effbda0f5399
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,network lifetim,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,coverag perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,network provid network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,sensor network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,coverag sensor network,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,sensor network network,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,lifetim coverag qualiti,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,network network lifetim,1,0.0,2016.0,,b482cf57-a7df-4e19-afa2-361795a13c48
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,network sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,network sensor node,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,wireless sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network lifetim coverag,wireless sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,network lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,network lifetim,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,coverag perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",network provid network,sensor network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,network lifetim coverag,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,network lifetim,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,coverag perform network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,network provid network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,sensor network,1,0.0,2016.0,,c6785e5e-3c8f-4bfa-97ba-64d368eec45a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,network sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,network sensor node,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,wireless sensor,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",lifetim coverag,wireless sensor network,1,0.0,2017.0,,6f90a4d9-6fe7-456c-88d7-5c1a102dfa50
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multimedia sensor,sensor network cfd,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multimedia sensor,multimedia sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multimedia sensor,congest data deliveri,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multimedia sensor,sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network cfd,multimedia sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network cfd,congest data deliveri,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network cfd,sensor network,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network cfd,multimedia sensor,1,0.0,2016.0,,a200cf47-0d86-4d08-8690-23ecf8e23a1a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,highthroughput data,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,wireless mesh,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,data deliveri wireless,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,wireless network channel,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data deliveri,multichannel wireless network,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,highthroughput data,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,data deliveri wireless,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,highthroughput data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,user applic,1,0.0,2016.0,,d1f65c9e-b94c-409f-a8cc-d5755dd60a2a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,mesh network,1,0.0,2016.0,,d1f65c9e-b94c-409f-a8cc-d5755dd60a2a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,user applic wireless,1,0.0,2016.0,,d1f65c9e-b94c-409f-a8cc-d5755dd60a2a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless mesh,growth number,1,0.0,2016.0,,d1f65c9e-b94c-409f-a8cc-d5755dd60a2a
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,wireless mesh,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,data deliveri wireless,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,highthroughput data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,wireless network channel,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",highthroughput data,multichannel wireless network,1,0.0,2017.0,,cba7e150-7499-4558-af74-c4a49cfc583e
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data deliveri wireless,data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data deliveri wireless,highthroughput data,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data deliveri wireless,wireless mesh,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",data deliveri wireless,highthroughput data deliveri,1,0.0,2016.0,,2a4197ed-2b1a-4049-ad34-4cb395fea698
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless sensor,sensor network problem,1,0.0,2016.0,,f5cde11a-b6e7-4d37-94cd-27402b9fd750
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless sensor,wireless sensor network,1,0.0,2016.0,,f5cde11a-b6e7-4d37-94cd-27402b9fd750
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless sensor,sensor network ehwsn,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless sensor,wireless sensor,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",energi wireless sensor,energi wireless,1,0.0,2020.0,,44286624-5946-40cc-95be-25065bb1f215
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network problem,wireless sensor network,1,0.0,2016.0,,f5cde11a-b6e7-4d37-94cd-27402b9fd750
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",sensor network problem,energi wireless sensor,1,0.0,2016.0,,f5cde11a-b6e7-4d37-94cd-27402b9fd750
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,multiradio wireless,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,select power,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,wireless network univers,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless network,select power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,multiradio wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,multiradio wireless,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,select power,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,wireless network univers,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",power alloc,select power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,multiradio wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,select power,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,wireless network univers,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",multiradio wireless,select power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,multiradio wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,multiradio wireless,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,wireless network univers,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",select power,select power alloc,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network univers,multiradio wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network univers,multiradio wireless,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network univers,select power,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
"Networking and Internet Architecture(78.99%) | Social and Information Networks(64.54%) | Distributed, Parallel, and Cluster Computing(61.15%)",wireless network univers,wireless network,1,0.0,2016.0,,c542d8f1-025b-4b7f-a0d6-1e49efb28c22
