domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),activ video,onlin learner activ,1,0.0,2019.0,,428bd7ba-2232-4dd4-b1c2-8fbb1905997d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,learn role educ,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),onlin learn student,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,onlin learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,educ system,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,onlin learn role,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,detect onlin,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,detect onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,onlin learn,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),learn role educ,learn student,1,0.0,2019.0,,94c02f9a-53d6-4226-b1a5-9ba1d76b2b09
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),authorship classif,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),author text,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author text,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method author,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,research authorship,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),classif method author,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,classif method,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,authorship classif,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,method author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,classif method author,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),research authorship,author text,1,0.0,2021.0,,a9e213bc-e349-4c29-b0c7-4853732e68ea
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),review visual,visual system,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),review visual,system cours,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),review visual,cours discuss,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),review visual,paper review,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),review visual,discuss forum,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),discuss forum,visual system,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),discuss forum,system cours,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),discuss forum,cours discuss,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),discuss forum,review visual,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),discuss forum,paper review,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system cours,visual system,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system cours,cours discuss,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system cours,review visual,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system cours,paper review,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),system cours,discuss forum,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours discuss,visual system,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours discuss,system cours,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours discuss,review visual,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours discuss,paper review,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),cours discuss,discuss forum,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper review,visual system,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper review,system cours,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper review,cours discuss,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper review,review visual,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper review,discuss forum,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),visual system,system cours,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),visual system,cours discuss,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),visual system,review visual,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),visual system,paper review,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),visual system,discuss forum,1,0.0,2019.0,,7bd9e2bf-60fe-494a-8670-7b5f2a444c0d
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect method,paper disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect method,disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect method,method network,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),detect method,paper disc,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc detect,detect method,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc detect,disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc detect,method network,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc detect,paper disc,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method network,paper disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method network,detect method,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method network,disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method network,paper disc,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),disc detect,paper disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),disc detect,detect method,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),disc detect,method network,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),disc detect,paper disc,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc,paper disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc,detect method,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc,disc detect,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper disc,method network,1,0.0,2018.0,,063414b0-656d-4fa3-925e-f8efec11bf10
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data pattern,amount data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data pattern,data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data pattern,promis data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data pattern,amount data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data learn,data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data learn,data pattern,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data learn,promis data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data learn,amount data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data,amount data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data,data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data,data pattern,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),amount data,promis data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),promis data,amount data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),promis data,data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),promis data,data pattern,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),promis data,amount data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data learn,amount data learn,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data learn,data pattern,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data learn,promis data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data learn,amount data,1,0.0,2020.0,,ea197df0-e435-44b2-9a0e-ea7d33777c4a
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data authent,gamelik captcha,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data authent,method data,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data authent,paper novel,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),data authent,novel method,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper novel,data authent,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper novel,gamelik captcha,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper novel,method data,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),paper novel,novel method,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),gamelik captcha,data authent,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),gamelik captcha,method data,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),gamelik captcha,paper novel,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),gamelik captcha,novel method,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),novel method,data authent,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),novel method,gamelik captcha,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),novel method,method data,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),novel method,paper novel,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method data,data authent,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method data,gamelik captcha,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method data,paper novel,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
Computer Vision and Pattern Recognition(69.36%) | Graphics(68.89%) | Machine Learning(67.89%),method data,novel method,1,0.0,2020.0,,6202fdd4-3e1a-48a3-ab1b-4728d1a3a865
