domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system secur data,secur data,1,0.0,2021.0,,77f4cb48-0d0e-48dc-91e7-b72226e6b7d6
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet inform,internet thing iot,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet inform,thing iot,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",network internet inform,internet thing,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing iot,internet thing,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing iot,thing iot,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing iot,network internet,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing iot,network internet inform,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,thing iot,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,internet thing iot,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,network internet,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,network internet inform,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,system healthcar,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,internet thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing,system healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing iot,internet thing,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing iot,internet thing iot,1,0.0,2015.0,,60c6cf37-ec43-45de-bc03-8cf2ded321e0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing iot,network internet,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing iot,network internet inform,1,0.0,2016.0,,fac943d3-a20e-4d6d-880a-fda8041efd5d
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing devic,thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing devic,system healthcar,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing devic,healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing devic,system healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",internet thing devic,internet thing,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing devic,system healthcar,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing devic,internet thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing devic,healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing devic,system healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",thing devic,internet thing,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar commun,thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar commun,system healthcar,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar commun,internet thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar commun,healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar commun,internet thing,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar,thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar,internet thing devic,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar,healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar,system healthcar commun,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system healthcar,internet thing,1,0.0,2019.0,,896923b2-dee9-4a9e-b685-4f7da6405804
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),inform carrier,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),paradigm molecul,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork commun,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun nanonetwork,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),nanonetwork commun,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,molecul inform,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),commun paradigm molecul,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,commun nanonetwork,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,inform carrier,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,commun nanonetwork commun,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,commun paradigm molecul,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,commun paradigm,1,0.0,2015.0,,8fafa2db-2bcd-4b82-beff-2c5d80aeda23
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),molecul inform,secur inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,commun nanonetwork,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,paradigm molecul,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,nanonetwork commun,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,inform carrier,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,commun nanonetwork commun,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,commun paradigm molecul,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,molecul inform,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
Software Engineering(59.38%) | Systems and Control(58.19%) | Multimedia(56.8%),secur inform,commun paradigm,1,0.0,2017.0,,ac449288-b269-42d6-8235-8b3d0d20831a
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,paper nano,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,mode commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,paper nano commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,system mode,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,hnc system,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,commun hnc,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",system mode commun,paper insight,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,paper nano,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,paper nano commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,system mode,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,hnc system,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,commun hnc,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,paper insight,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",mode commun,system mode commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,paper nano,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,mode commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,paper nano commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,system mode,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,hnc system,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,paper insight,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",commun hnc,system mode commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper nano commun,paper nano,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper nano commun,mode commun,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper nano commun,system mode,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
"Networking and Internet Architecture(79.78%) | Cryptography and Security(78.16%) | Distributed, Parallel, and Cluster Computing(74.92%)",paper nano commun,hnc system,1,0.0,2019.0,,4a6b7086-cde0-4af7-817e-9161c866e0b0
