domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),framework learn,method citi south,1,0.0,2021.0,,e8d2d026-aba5-44d5-a32f-9c7da8502402
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",chikungunya threat health,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",threat health,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,incid rate chikungunya,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",health secur,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,health secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,chikungunya threat,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,research forecast,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,health secur,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,chikungunya threat health,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
"Cryptography and Security(89.6%) | Distributed, Parallel, and Cluster Computing(81.43%) | Computation and Language(76.73%)",incid rate chikungunya,secur world,1,0.0,2021.0,,6b8eb1e2-426e-4ca1-8bbc-0f8651d2cc30
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari countri,countri region,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari countri,adopt technolog,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari countri,vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari countri,technolog vari,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari countri,diffus technolog,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),vari countri,technolog vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),vari countri,countri region,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),vari countri,adopt technolog,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),vari countri,technolog vari,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),vari countri,diffus technolog,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),countri region,technolog vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),countri region,adopt technolog,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),countri region,vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),countri region,technolog vari,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),countri region,diffus technolog,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari,technolog vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari,countri region,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari,adopt technolog,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari,vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog vari,diffus technolog,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),adopt technolog,technolog vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),adopt technolog,countri region,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),adopt technolog,vari countri,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),adopt technolog,technolog vari,1,0.0,2011.0,,11a5d961-4928-452c-bb76-31a7243bfab8
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),diffus technolog,analysi effect,1,0.0,2012.0,,43a64926-b0df-4eb5-aa4b-d8200956f00e
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),diffus technolog,technolog vari countri,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),diffus technolog,countri region,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),diffus technolog,vari countri,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),diffus technolog,technolog vari,1,0.0,2012.0,,b2e88958-6b9c-43b9-9c6f-dfc947ed6f25
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),analysi effect,diffus technolog,1,0.0,2012.0,,43a64926-b0df-4eb5-aa4b-d8200956f00e
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,capit bangladesh,1,0.0,2018.0,,791a063f-0f83-4abd-84d5-610c3120b3ce
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,traffic congest,1,0.0,2018.0,,791a063f-0f83-4abd-84d5-610c3120b3ce
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,capit bangladesh,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),capit bangladesh traffic,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,capit bangladesh,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic congest,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,capit bangladesh,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),congest traffic pattern,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,capit bangladesh,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),traffic congest traffic,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,capit bangladesh traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,bangladesh traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,capit bangladesh,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,traffic congest,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,traffic congest traffic,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Neural and Evolutionary Computing(98.37%) | Systems and Control(86.22%) | Computer Vision and Pattern Recognition(85.49%),bangladesh traffic,congest traffic pattern,1,0.0,2018.0,,fd9e33d6-8dad-4630-8942-700b5ec57b71
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog system,learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog system,learn technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog system,advanc learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog system,advanc learn,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn,learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn,learn technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn,advanc learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn,technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn technolog,learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn technolog,learn technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn technolog,technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),advanc learn technolog,advanc learn,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog,learn technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog,advanc learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog,technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog,advanc learn,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog system,learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog system,advanc learn technolog,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog system,technolog system,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),learn technolog system,advanc learn,1,0.0,2021.0,,a6e079f0-42d5-49c1-9b13-a054a6060eb9
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),inform commun technolog,technolog ict,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),inform commun technolog,inform commun,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog ict,inform commun,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),technolog ict,inform commun technolog,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),inform commun,technolog ict,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),inform commun,inform commun technolog,1,0.0,2015.0,,b5a68a77-dc56-4850-9b1c-29f749fdd870
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),studi electr forecast,studi electr,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),studi electr forecast,electr suppli,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),studi electr,electr suppli,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),studi electr,studi electr forecast,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),electr suppli,studi electr,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Computer Science and Game Theory(85.4%) | Cryptography and Security(76.91%) | Systems and Control(64.56%),electr suppli,studi electr forecast,1,0.0,2017.0,,069b0395-9b83-4576-8110-168395db3039
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),studi network,network analysi method,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),studi network,studi network analysi,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),network analysi method,studi network analysi,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),network analysi method,studi network,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),studi network analysi,network analysi method,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
Networking and Internet Architecture(86.47%) | Computation and Language(80.84%) | Computational Geometry(79.25%),studi network analysi,studi network,1,0.0,2020.0,,a4c5519e-f562-4056-85b7-b9c49bd53622
