domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar project,sourc code system,1,0.0,2012.0,,c2072dbb-b291-4b2b-80d8-bb8ce7feddec
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,paper challeng,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,challeng sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,project inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,inform develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,project inform,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),paper challeng sourc,inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,paper challeng,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,project inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,inform develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,project inform,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,paper challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc project,inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,paper challeng,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,challeng sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,project inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,inform develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,project inform,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,paper challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),challeng sourc,inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,paper challeng,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,challeng sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,project inform develop,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,inform develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,sourc project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,develop project,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,project inform,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),inform develop,paper challeng sourc,1,0.0,2014.0,,ba287218-a1fd-47a0-b3e5-9c9b9873cf29
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),work oss develop,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),sourc softwar commun,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc softwar,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),oss develop,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),softwar commun,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,aspect trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),trust sourc,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,work oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,oss develop,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,aspect trust,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,sourc softwar commun,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,trust sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,sourc softwar,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,trust sourc,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),aspect trust sourc,work oss,1,0.0,2017.0,,7dd7b65b-ff9b-45c9-84fa-07922db48550
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compani compon,softwar oss approach,1,0.0,2018.0,,0c9c225f-4bb2-4cd3-a6f8-197f63205eae
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compani compon,sourc softwar oss,1,0.0,2018.0,,0c9c225f-4bb2-4cd3-a6f8-197f63205eae
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compani compon,oss approach,1,0.0,2018.0,,0c9c225f-4bb2-4cd3-a6f8-197f63205eae
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compani compon,sourc softwar,1,0.0,2018.0,,0c9c225f-4bb2-4cd3-a6f8-197f63205eae
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),compani compon,softwar oss,1,0.0,2018.0,,0c9c225f-4bb2-4cd3-a6f8-197f63205eae
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,pioneer grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,grade softwar product,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,softwar project pioneer,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,softwar project,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,project pioneer grade,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,coupl decad sourc,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,sourc softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,project pioneer,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,decad sourc softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),decad sourc,sourc softwar project,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,pioneer grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,grade softwar product,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,softwar project pioneer,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,softwar project,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,project pioneer grade,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,decad sourc,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,sourc softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,project pioneer,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,decad sourc softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),coupl decad sourc,sourc softwar project,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project pioneer,pioneer grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project pioneer,grade softwar product,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project pioneer,grade softwar,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
Symbolic Computation(78.0%) | Software Engineering(75.77%) | Operating Systems(59.75%),project pioneer,softwar project pioneer,1,0.0,2020.0,,c40377e5-96fd-458e-95ff-9bdbec7a1a82
