domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),paper type artifact,artifact record,1,0.0,2012.0,,9120a7e4-911f-4163-a6dd-abe6ac4225a4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,bci eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),record type artifact,eeg record type,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,type artifact bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,interfac bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,record type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,bci eeg,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg record type,bci eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,type artifact bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,interfac bci,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,eeg record,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,record type artifact,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,bci eeg,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),bci eeg record,eeg record type,1,0.0,2019.0,,2a61ef18-a6b3-4b2c-a438-566405d617c8
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact eeg signal,artifact eeg,1,0.0,2020.0,,7289c681-ee11-491c-a32e-9314f918f4c2
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),signal perform laterstag,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),contamin eeg,eeg signal,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),contamin eeg,eeg signal eog,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal eog,contamin eeg,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal eog,eeg signal,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,contamin eeg,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,eeg signal eog,1,0.0,2020.0,,6bf611b5-f342-497e-b39a-f45a0f8c10fc
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact electroencephalogram eeg,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),electroencephalogram eeg signal,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),perform laterstag analysi,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,type artifact electroencephalogram,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),eeg signal perform,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,electroencephalogram eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,signal perform laterstag,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,type artifact,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,eeg signal,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,eeg signal perform,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,artifact electroencephalogram eeg,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact electroencephalogram,perform laterstag analysi,1,0.0,2021.0,,d3c0eb07-1cee-4f87-9b88-d21618987180
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),presenc artifact,artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),presenc artifact,type artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),presenc artifact,type artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),presenc artifact,artifact nois sourc,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois,type artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois,type artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois,artifact nois sourc,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois,presenc artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois sourc,artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois sourc,type artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois sourc,type artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),artifact nois sourc,presenc artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact nois,artifact nois,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact nois,type artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact nois,artifact nois sourc,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),type artifact nois,presenc artifact,1,0.0,2021.0,,56ec59dc-c7b2-417d-9782-e2681a1e8dd4
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,data sequenc,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,spike artifact interfer,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,potenti spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,analysi invivo,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,data sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,potenti spike,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,analysi invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),field potenti,sequenc system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,data sequenc,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,spike artifact interfer,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,potenti spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,analysi invivo,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,field potenti,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,data sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,potenti spike,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),sequenc system rang,analysi invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,data sequenc,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,spike artifact interfer,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,potenti spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,analysi invivo,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,field potenti,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,potenti spike,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,analysi invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),data sequenc system,sequenc system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,data sequenc,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,spike artifact interfer,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,potenti spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,spike artifact,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,analysi invivo,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,field potenti,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,data sequenc system,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,potenti spike,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,analysi invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),invivo data,sequenc system rang,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),potenti spike,data sequenc,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
Cryptography and Security(85.75%) | Computer Science and Game Theory(75.1%) | Computation and Language(59.41%),potenti spike,invivo data,1,0.0,2013.0,,003d25f9-2e65-4b4b-a42f-8ad8bfda1145
