domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber lattic,porouscor crystal fiber,1,0.0,2019.0,,dd4b09c4-86dc-47a1-82e8-e59cb482a520
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,fiber design,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,crystal fiber,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,rang wavelength,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,design birefring crystal,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,birefring crystal,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),design birefring,birefring crystal fiber,1,0.0,2014.0,,537f544f-6ce3-4592-8104-ff01e7f457a6
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber design,fiber design birefring,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber design,crystal fiber design,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber design,design birefring,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber design,crystal fiber,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber design,fiber design birefring,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber design,fiber design,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber design,design birefring,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber design,crystal fiber,1,0.0,2013.0,,a718b4e5-3210-4f3e-a3c0-b023723ecb0c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf dispers,finiteel method layer,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf dispers,crystal fiber pcf,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf dispers,fiber pcf,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf dispers,crystal fiber,1,0.0,2013.0,,f37093cd-a71b-4196-972c-40054978ff57
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf dispers,clad crystal fiber,1,0.0,2014.0,,cba6455d-4e8d-4d37-8113-b19ea45647f2
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber analysi,zero dispers,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber analysi,triangularlattic crystal fiber,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber analysi,confin loss,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),zero dispers,triangularlattic crystal fiber,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),zero dispers,confin loss,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),zero dispers,crystal fiber analysi,1,0.0,2013.0,,895a7825-8ca8-442d-a8f4-e04d55b96136
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,crystal fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,paper crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,structur broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,broadband dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,paper crystal,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,dispers crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,fiber pcf structur,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,dispers crystal,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,compens wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,holey fiber,1,0.0,2014.0,,060e863d-ffdc-4051-842b-cc6ea6f461ee
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,element method layer,1,0.0,2014.0,,060e863d-ffdc-4051-842b-cc6ea6f461ee
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,fiber broadband dispers,1,0.0,2014.0,,060e863d-ffdc-4051-842b-cc6ea6f461ee
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens,method layer condit,1,0.0,2014.0,,060e863d-ffdc-4051-842b-cc6ea6f461ee
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,crystal fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,paper crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,broadband dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,paper crystal,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,dispers crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,fiber pcf structur,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,dispers crystal,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,compens wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),structur broadband dispers,wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,crystal fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,paper crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,structur broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,broadband dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,paper crystal,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber structur,crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,paper crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,structur broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,broadband dispers compens,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,fiber structur,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,paper crystal,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,broadband dispers,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,crystal fiber,1,0.0,2013.0,,f44cc695-49fe-4c78-a55d-5bfe40ca1e8a
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,structur dispers birefring,1,0.0,2014.0,,752c4f60-1119-4a4c-bb78-66e330aeb7d7
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,fiber structur dispers,1,0.0,2014.0,,752c4f60-1119-4a4c-bb78-66e330aeb7d7
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),crystal fiber structur,structur dispers,1,0.0,2014.0,,752c4f60-1119-4a4c-bb78-66e330aeb7d7
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,dispers crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,structur broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,dispers crystal,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,compens wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,broadband dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),fiber pcf structur,crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,dispers crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,fiber pcf structur,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,structur broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,dispers crystal,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,compens wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,broadband dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,dispers compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,paper mode,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,paper mode crystal,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,core fiber,1,0.0,2015.0,,6eab2ffc-c613-4d40-a313-950e84ac134c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,microstructur core,1,0.0,2015.0,,6eab2ffc-c613-4d40-a313-950e84ac134c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,fiber pcf,1,0.0,2015.0,,6eab2ffc-c613-4d40-a313-950e84ac134c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,core fiber pcf,1,0.0,2015.0,,6eab2ffc-c613-4d40-a313-950e84ac134c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),wavelength rang,fiber pcf wavelength,1,0.0,2015.0,,6eab2ffc-c613-4d40-a313-950e84ac134c
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,dispers crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,fiber pcf structur,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,structur broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,dispers crystal,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,crystal fiber pcf,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,broadband dispers,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,broadband dispers compens,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,wavelength rang,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,crystal fiber,1,0.0,2013.0,,dee62da3-0469-4492-8824-ae017bcc10b9
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,dispers compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,paper mode,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength rang,paper mode crystal,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength,dispers compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength,compens wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength,paper mode,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength,paper mode crystal,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),compens wavelength,wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens wavelength,compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens wavelength,compens wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens wavelength,paper mode,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens wavelength,paper mode crystal,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),dispers compens wavelength,wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode crystal,compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode crystal,dispers compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode crystal,compens wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode crystal,paper mode,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode crystal,wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode,compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode,dispers compens wavelength,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode,compens wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode,paper mode crystal,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
Cryptography and Security(83.22%) | Operating Systems(81.33%) | Computer Science and Game Theory(79.6%),paper mode,wavelength rang,1,0.0,2014.0,,f84c5a91-01ee-4959-a0c8-b1461436509d
