domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),dcdc convert,paper capacitor,1,0.0,2016.0,,bf73daf1-424e-4e13-97f8-1f66fb4b2429
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,gener sector,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,power gener sector,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,power gener,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,gener sector countri,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,declin effici util,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,effici indic,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,effici indic power,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,indic power,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,declin effici,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,sector countri,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),sustain effici indic,indic power gener,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,sustain effici,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,gener sector,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,power gener sector,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,sustain effici indic,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,power gener,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,gener sector countri,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,declin effici util,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,effici indic,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,indic power,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,declin effici,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,sector countri,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),effici indic power,indic power gener,1,0.0,2018.0,,2cbd1ac4-0f5e-4ac5-b776-fd7dc428cab7
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),scheme peak,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit peak,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak posit,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),posit peak,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme peak,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),mppt scheme,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),work power point,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),peak shade,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,power point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,peak posit,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,mppt scheme,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,work power,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,peak posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,peak shade,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),point mppt,scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point mppt,mppt scheme peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point mppt,point mppt,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point mppt,power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point mppt,work power point,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
Symbolic Computation(80.75%) | Systems and Control(73.48%) | Cryptography and Security(61.55%),power point mppt,posit peak,1,0.0,2021.0,,2231213a-8eb2-47f3-9f71-64d32f2c502b
