domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),network limit,gsm mobil telephoni,1,0.0,2016.0,,9f0f6575-e95b-40a8-8520-8d8f1ab5e78d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop sourc,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop sourc,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop sourc,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop sourc,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc code,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell code,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell code smell,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),code smell develop,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),link smell develop,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),develop sourc,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,studi relationship link,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),smell develop,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,link smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,smell develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,develop sourc,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,link smell code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,develop sourc code,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,code smell develop,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,smell code smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),studi relationship link,link smell,1,0.0,2021.0,,5938bd20-08f5-4415-855b-e42a8efe31ca
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,secur research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,transact focu develop,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,plethora data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,attent plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,secur research,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,research attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),data transact,protocol transact focu,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,secur research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,transact focu develop,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,plethora data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,attent plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,research attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research,protocol transact focu,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,secur research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,transact focu develop,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,plethora data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,research attent,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,secur research,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,research attent plethora,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),attent plethora data,protocol transact focu,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research attent,plethora data,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research attent,data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research attent,transact focu develop,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
Information Theory(87.28%) | Digital Libraries(77.91%) | Networking and Internet Architecture(69.16%),secur research attent,plethora data transact,1,0.0,2015.0,,6ecb083a-fa84-44bd-b8a8-374fe772cb2d
