domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system featur,inform system,1,0.0,2011.0,,a091e194-00da-4a79-8065-eefb7f0e0488
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach optim,paper approach optim,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",approach optim,paper approach,1,0.0,2014.0,,f1820ab8-0fda-45b1-9612-5409cc1a71d6
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,paper strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,identif process markov,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,paper strategi,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text speaker,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,strategi text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,identif process markov,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,paper strategi,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi text,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,paper strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,strategi text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,identif process markov,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,paper strategi,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",text speaker,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,paper strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,strategi text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,paper strategi,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif process markov,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,paper strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,strategi text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,identif process markov,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,paper strategi,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",strategi text,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,paper strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,strategi text speaker,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,identif process markov,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,strategi text,1,0.0,2011.0,,39f9741c-f621-4215-8f5f-fa98f4d975cb
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",paper strategi,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,paper strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,strategi text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,identif process markov,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,paper strategi,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,paper approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,paper approach,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,identif system organ,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,network algorithm,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system,map network,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,paper strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,strategi text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,identif process markov,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,paper strategi,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,paper approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,paper approach,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,identif system organ,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,network algorithm,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif system,map network,1,0.0,2015.0,,f24f247c-421f-4ee1-8a8c-fa8af7d1dd72
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,paper strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,strategi text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,identif process markov,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,paper strategi,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",identif system environ,system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,paper strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,identif system environ,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,strategi text speaker,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,identif process markov,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,paper strategi,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,strategi text,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",system environ,speaker identif system,1,0.0,2011.0,,0991765e-db49-4690-9d56-f86adb4b26e3
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,network speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,paper approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,paper approach,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,identif system hidden,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,approach perform network,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,approach perform,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,speaker identif,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,perform network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",network speaker,speaker identif system,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
"Distributed, Parallel, and Cluster Computing(66.47%) | Performance(64.97%) | Neural and Evolutionary Computing(63.66%)",speaker identif,network speaker,1,0.0,2015.0,,ec0746ee-abef-4f1a-81b8-7f137dc0c527
