domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),invert vsi,sourc invert,1,0.0,2015.0,,fc89ac09-a2dc-47db-9dce-4e17b8a7d34f
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,network distribut,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system,energi sourc,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,system distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,fourwir distribut system,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,system distribut singlephas,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),distribut system distribut,fourwir distribut,1,0.0,2018.0,,963376c2-eda4-48cc-b62a-efdb723f3b24
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut system,network distribut,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut system,distribut system,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network distribut system,energi sourc,1,0.0,2020.0,,60d42a35-58db-4fa6-938b-415c591f40a9
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport system,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),enabl technolog transport,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl technolog,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),technolog transport,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport system,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system concept,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),system concept,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),advanc inform,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),field transport,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),transport system,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field transport,commun field,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,advanc inform,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,field transport system,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,transport system concept,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),commun field,commun field transport,1,0.0,2019.0,,2ae42413-ccff-4b6b-9e84-2ff8c17ae69b
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),network enabl,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,accur time synchron,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),time synchron network,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,technolog transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,transport system,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,network enabl,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,time synchron network,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,network enabl technolog,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,accur time,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time synchron,technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
Cryptography and Security(90.82%) | Symbolic Computation(83.12%) | Information Theory(68.67%),accur time,enabl technolog transport,1,0.0,2020.0,,0b7aa092-2436-4acc-9b98-16cab235b5e4
