domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",filter object,particl filter,1,0.0,2011.0,,435aa544-a3e2-4588-9051-ace699345b96
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",system robot,interact system,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",system robot,humanrobot interact,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",system robot,bodi gestur,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper humanrobot,interact system,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper humanrobot,system robot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper humanrobot,humanrobot interact,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper humanrobot,bodi gestur,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",humanrobot interact,paper humanrobot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",humanrobot interact,interact system,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",humanrobot interact,system robot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",humanrobot interact,bodi gestur,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact system,paper humanrobot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact system,system robot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact system,humanrobot interact,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact system,bodi gestur,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",bodi gestur,paper humanrobot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",bodi gestur,interact system,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",bodi gestur,system robot,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",bodi gestur,humanrobot interact,1,0.0,2011.0,,e83c3cb3-89c1-4608-b962-29a1c37f8e07
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",problem object,object cue,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",problem object,cue interact,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",problem object,interact problem,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact problem,object cue,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact problem,cue interact,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",interact problem,problem object,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",cue interact,object cue,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",cue interact,problem object,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",cue interact,interact problem,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",object cue,cue interact,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",object cue,problem object,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",object cue,interact problem,1,0.0,2018.0,,17947fdc-7468-4ad2-94c6-55b53c580170
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ activ,activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ activ,paper activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ activ,activ class,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ,activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ,paper activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",paper activ,activ class,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ activ,paper activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ activ,paper activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ activ,activ class,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ class,activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ class,paper activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
"Graphics(83.16%) | Computational Engineering, Finance, and Science(78.76%) | Other Computer Science(71.36%)",activ class,paper activ activ,1,0.0,2020.0,,341273f4-eace-4dfd-8b69-3e4166a21e13
