domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi electr suppli,transit energi electr,1,0.0,2017.0,,25fca553-98eb-460c-9b88-5f44b5a014da
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system electr,forecast standalon power,1,0.0,2018.0,,8fab23b2-962a-4b9c-a509-75134b526a8d
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),diesel network,network approach,1,0.0,2018.0,,5722daee-b2ac-4f8a-be31-4eb549caa06b
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,suppli system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,suppli system,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,power suppli system,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,power suppli,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,standalon power suppli,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,standalon power,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,level system,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,power photovolta,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system microgrid,output power,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,suppli system,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,system microgrid,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,power suppli system,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,power suppli,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,standalon power suppli,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system microgrid,standalon power,1,0.0,2018.0,,64483910-c23a-49a8-9a5a-dfccce539ba6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,power suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,standalon power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power output,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,power suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,standalon power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power output,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,power suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,standalon power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system power,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,power suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,gener standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,standalon power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),system power,standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,power suppli system,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,suppli system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,system power output,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,standalon power suppli,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,standalon power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),gener standalon power,system power,1,0.0,2019.0,,56095be7-de05-4568-b306-9dd1c316ec65
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system commun,power suppli system,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system commun,power suppli,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system commun,standalon power suppli,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),suppli system commun,standalon power,1,0.0,2019.0,,20a199e6-ec39-4f71-a7fc-0d78144a354e
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power photovolta,level system,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power photovolta,output power,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power photovolta,system microgrid,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),level system,power photovolta,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),level system,output power,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),level system,system microgrid,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),output power,level system,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),output power,power photovolta,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),output power,system microgrid,1,0.0,2019.0,,e37b543b-cee6-430e-b028-236650b4737a
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system,system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system,cost energi,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system,energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system,ciari system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system,factor energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system electr,system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system electr,cost energi,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system electr,energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system electr,factor energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),ciari system electr,ciari system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi system,system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi system,cost energi,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi system,ciari system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi system,factor energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),energi system,ciari system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),factor energi system,system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),factor energi system,cost energi,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),factor energi system,energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),factor energi system,ciari system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),factor energi system,ciari system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),cost energi,system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),cost energi,energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),cost energi,ciari system electr,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),cost energi,factor energi system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),cost energi,ciari system,1,0.0,2021.0,,18a06f1a-ebe3-4d8c-b183-8567738d85b9
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,power grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,grid grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),convers power grid,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,transform power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,transform power,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid grid,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power,power grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power,power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power,grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power,transform power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,power grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,transform power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,transform power,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power grid,power grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power grid,power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power grid,grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),transform power grid,transform power,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,power grid grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,transform power grid,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,transform power,1,0.0,2012.0,,f7148546-2648-4b82-bec0-d929f33f0065
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,convers power grid,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,power crisi electr,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,tool power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid grid,convers power,1,0.0,2014.0,,dedbbef1-5f50-4122-ba61-c3ef25d819d0
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),mainstream power,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,power grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,grid power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),grid power,mainstream power grid,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,grid concept,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,mainstream power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
Information Theory(89.9%) | Operating Systems(67.79%) | Emerging Technologies(67.01%),power grid power,grid power,1,0.0,2012.0,,d4d5db41-3964-4fea-b134-ce989129bbc6
