domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",today peopl diseas,food habit reduct,1,0.0,2018.0,,03ae8d63-8ca1-4c8e-982e-ed75adbe338a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data set,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",mapreduc data data,hadoop mapreduc data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",mapreduc data data,model process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",mapreduc data data,model process data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",mapreduc data data,data data process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",mapreduc data data,data set,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data data process,hadoop mapreduc data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data data process,model process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data data process,model process data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data data process,data set,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data data process,mapreduc data data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process,hadoop mapreduc data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process,model process data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process,data data process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process,data set,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",model process,mapreduc data data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",hadoop mapreduc data,model process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",hadoop mapreduc data,model process data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",hadoop mapreduc data,data data process,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",hadoop mapreduc data,data set,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",hadoop mapreduc data,mapreduc data data,1,0.0,2018.0,,7b502e1d-9fd6-4d17-a7f7-88b452fdf5c7
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data size,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",techniqu data,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt techniqu,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt techniqu data,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",analyt data sampl,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,popular data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",data analyt platform,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,data analyt,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,analyt techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,techniqu data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,data size,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,data analyt techniqu,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,analyt data sampl,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,analyt data,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,data set,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",popular data analyt,data analyt platform,1,0.0,2019.0,,c2e56da8-44c2-4bad-ba58-72398f2c857a
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,protocol na,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,mechan iscsi,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,na cluster system,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,mechan iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,cluster system,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",recoveri mechan,na cluster,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,mechan iscsi,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,na cluster system,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,recoveri mechan,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,mechan iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,cluster system,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",protocol na,na cluster,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,protocol na,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,mechan iscsi,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,recoveri mechan,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,mechan iscsi protocol,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,cluster system,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
"Cryptography and Security(95.24%) | Computers and Society(66.54%) | Distributed, Parallel, and Cluster Computing(66.01%)",na cluster system,na cluster,1,0.0,2011.0,,5a1470d5-2943-4a65-b1b5-8e3b38abe9fc
