domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),network sumproduct,infer case,1,0.0,2021.0,,2f7d5059-1d5b-445f-9a5a-2490b1248d66
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,activ video,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,set activ video,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,set activ,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,infer set activ,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,recognit task video,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),frame activ,activ recognit,1,0.0,2018.0,,e17679cf-72c1-43f4-bb3f-ab224e2f2171
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,video assign activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,video infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,activ video assign,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,activ frame video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,activ recognit task,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,task video infer,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,set activ video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,infer set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,paper activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,recognit task video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),assign activ frame,activ recognit,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,video assign activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,video infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,assign activ frame,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,activ frame video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,activ recognit task,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,task video infer,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,set activ video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,infer set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,paper activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,recognit task video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ video assign,activ recognit,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,video infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,activ video assign,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,assign activ frame,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,activ frame video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,activ recognit task,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,task video infer,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,set activ video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,infer set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,paper activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,recognit task video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),video assign activ,activ recognit,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,video assign activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,video infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,activ video assign,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,assign activ frame,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,activ recognit task,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,task video infer,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,set activ video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,infer set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,paper activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,recognit task video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),activ frame video,activ recognit,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,video assign activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,video infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,activ video assign,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,assign activ frame,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,activ frame video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,activ recognit task,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,task video infer,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,infer set,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,set activ video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,infer set activ,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,recognit task video,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),paper activ,activ recognit,1,0.0,2019.0,,1a8c566b-a3df-4a6d-a7ac-6f6a14a4a703
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,transpar machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,model decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,intellig xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,intellig model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,learn intellig model,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,approach transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,decisionmak process endus,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),xai approach,machin learn intellig,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,transpar machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,model decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,intellig model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,learn intellig model,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,approach transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,decisionmak process endus,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),intellig xai approach,machin learn intellig,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,transpar machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,model decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,intellig xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,intellig model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,learn intellig model,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,approach transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,decisionmak process endus,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar machin,machin learn intellig,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,transpar machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,model decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,intellig xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,intellig model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,learn intellig model,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,approach transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,decisionmak process endus,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model decisionmak,machin learn intellig,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,learn intellig,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,model model process,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,intellig model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,learn intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,machin learn,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,transpar aim perform,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),model process,machin learn intellig,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,learn intellig,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,model model process,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,intellig model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,learn intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,machin learn,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,model process,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),transpar aim perform,machin learn intellig,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,learn intellig,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,model model process,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,intellig model model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,learn intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,intellig model,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,machin learn,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,transpar aim perform,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,model process,1,0.0,2020.0,,df45ddb7-6a89-4918-9d1a-6dc90e9a82f8
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,transpar machin,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,transpar machin learn,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,model decisionmak process,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,intellig xai approach,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
Software Engineering(91.14%) | Systems and Control(77.42%) | Programming Languages(75.28%),machin learn intellig,intellig model decisionmak,1,0.0,2021.0,,476cdc08-60d3-4da2-92a9-851628ede73f
