domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert convers,singlephas acdc convert,1,0.0,2015.0,,2eb55858-1eea-4601-861a-95bcef51b48e
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convers ratio,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers ratio,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,convert buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,boost convert buck,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag,output voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,dcdc acdc convert,1,0.0,2020.0,,4af272a8-4fe6-4ecf-9f9d-fb8336f24dd6
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert output voltag,voltag level,1,0.0,2020.0,,4af272a8-4fe6-4ecf-9f9d-fb8336f24dd6
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,dcdc convert,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,voltag convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,convert output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,convers ratio,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,output voltag convers,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag convers,output voltag,1,0.0,2017.0,,d11555ac-0eb6-4c3b-837e-65c3623fc724
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),effici step,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),step convert dcdc,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc convert,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,dcdc convert voltag,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert dcdc,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,effici step,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,step convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,convert dcdc,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,step convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),dcdc convert voltag,convert dcdc convert,1,0.0,2018.0,,e178f8dc-d2c1-4d2d-a6dd-19e6c0721efe
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),boost convert buck,convert buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),boost convert buck,voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),boost convert buck,buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),boost convert buck,output voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),boost convert buck,output voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),topolog stage convert,buck convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),topolog stage convert,convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),topolog stage convert,stage convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,topolog stage convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,stage convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,convert buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,boost convert buck,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,output voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),buck convert,output voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert capacitor,buck convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert capacitor,topolog stage convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert capacitor,stage convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),stage convert capacitor,buck convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),stage convert capacitor,convert capacitor,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),stage convert capacitor,topolog stage convert,1,0.0,2017.0,,f7120404-1266-4950-aff4-33f9ae03eb1c
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag voltag,convert buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag voltag,boost convert buck,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag voltag,voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag voltag,buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),output voltag voltag,output voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert buck convert,boost convert buck,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert buck convert,voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert buck convert,buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert buck convert,output voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),convert buck convert,output voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag voltag,convert buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag voltag,boost convert buck,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag voltag,buck convert,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag voltag,output voltag voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),voltag voltag,output voltag,1,0.0,2018.0,,3f4dad77-5f34-4ad5-85fd-28e23b42732d
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),pfc boost,singlephas acdc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),pfc boost,power qualiti power,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),pfc boost,power factor,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),pfc boost,acdc pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),pfc boost,acdc pfc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc boost,pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc boost,singlephas acdc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc boost,power qualiti power,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc boost,power factor,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc boost,acdc pfc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,singlephas acdc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,power qualiti power,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,acdc pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,acdc pfc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,factor thd convert,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,control effici power,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,effici power factor,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,power factor convert,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,phase acdc,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,effici power,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),power factor,acdc sepic convert,1,0.0,2018.0,,f29abb0b-21c5-44f7-9c45-80da3c089a42
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc,pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc,singlephas acdc,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc,power qualiti power,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc,power factor,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
Operating Systems(81.32%) | Computer Science and Game Theory(76.42%) | Programming Languages(61.13%),acdc pfc,acdc pfc boost,1,0.0,2018.0,,4449c20d-6960-4ca1-8995-f02fd77f222f
