domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),platform featur,platform featur spectrum,1,0.0,2020.0,,c6de4893-3868-4d56-bbc1-c055738b10f5
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,result power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,array result power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,output power shade,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,array output power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,result power loss,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag characterist,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power loss,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch power,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,result power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,array result power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,output power shade,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,array output power,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,result power loss,1,0.0,2019.0,,0283be20-0adc-4c56-993a-a70c5c6dd15d
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),power loss mml,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),array mismatch power,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),modul power loss,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),mismatch currentvoltag,power gener mml,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,mismatch currentvoltag characterist,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,modul power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,mismatch currentvoltag,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,array mismatch,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,mismatch power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,power loss mml,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,array mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,mismatch power,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,modul power loss,1,0.0,2019.0,,8f7815c1-1aea-4268-903f-49b5c0c5eea2
Information Theory(67.35%) | Emerging Technologies(64.23%) | Systems and Control(62.77%),currentvoltag characterist,array output power,1,0.0,2019.0,,8422ee90-f38e-400f-9b2a-0781ae71913c
